,link-rumah-href,Judul,Alamat,Kamar Tidur,Kamar Mandi,Harga,Luas Bangunan,Luas Tanah,Listrik,Jenis Interior,Tempat Parkir,Latitude,Longitude,Harga per m^2,Interior_Lengkap,Interior_Multiple options available,Interior_Sebagian,Interior_Tak Berperabot
94,https://www.rumah.com/listing-properti/dijual-bu-rumah-bagus-siap-huni-bisa-beli-2-rumah-sekaligus-oleh-rudy-setiawan-20781571,"BU, Rumah Bagus Siap Huni Bisa Beli 2 Rumah Sekaligus","Taman Kopo Indah, Bandung, Jawa Barat",3,3,1400000000.0,140.0,144.0,3500,,0,-6.958444,107.5611179,972222.0,0,0,0,0
95,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-2-oleh-rudy-setiawan-20759036,Rumah 1 Lantai Bagus Siap Huni Lingkungan Tenang Taman Kopo Indah 2,". Jl Raya Kopo, Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",4,2,1700000000.0,140.0,162.0,4400,Tak Berperabot,2,-6.961944,107.560833,1049382.0,0,0,0,1
96,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-asri-istana-regency-pasteur-oleh-rudy-setiawan-20714701,"Rumah 2 Lantai Asri dan Siap Huni di Istana Regency Pasteur, Bandung","Pasteur, Pasteur, Bandung, Jawa Barat",4,4,4250000000.0,325.0,325.0,2200,Tak Berperabot,1,-6.8912891,107.5993373,1307692.0,0,0,0,1
97,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-modern-minimalis-setra-duta-grande-bandung-utara-oleh-rudy-setiawan-20702667,"Rumah Baru 2 Lantai Modern Minimalis Setra Duta Grande, Bandung Utara","Setra Duta Grande, Setra Duta, Bandung, Jawa Barat",5,4,2950000000.0,160.0,126.0,2200,Tak Berperabot,2,-6.8781404,107.570454,2341269.0,0,0,0,1
99,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-1-cluster-green-ville-oleh-rara-20903172,Rumah bagus siap huni tinggal bawa koper! Cluster Green Ville,"Taman Kopo Indah, Bandung, Jawa Barat",2,1,875000000.0,72.0,72.0,1300,Multiple options available,1,0.7893,113.9213,1215277.0,0,1,0,0
100,https://www.rumah.com/listing-properti/dijual-permata-taman-sari-cisaranten-oleh-wahyudin-20826918,Rumah Cantik Siap Huni dekat Sport Jabar Arcamanik.,"Ciaaranten Arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,800000000.0,90.0,79.0,1300,Sebagian,1,0.7893,113.9213,1012658.0,0,0,1,0
101,https://www.rumah.com/listing-properti/dijual-arcamanik-endah-oleh-wahyudin-17124155,Rumah luas harga murah di Komplek Arcamanik Endah Bandung,"Jl Arcamanik Endah, Sukamiskin, Arcamanik, Bandung, Jawa Barat",3,2,975000000.0,110.0,150.0,1300,Tak Berperabot,2,-6.915631,107.676785,650000.0,0,0,0,1
102,https://www.rumah.com/listing-properti/dijual-arcamanik-endah-oleh-wahyudin-20818350,Jual Cepat Rumah Cantik di Arcamanik Endah dekat Sport Jabar,"Jl Arcamanik Endah, Sukamiskin, Arcamanik, Bandung, Jawa Barat",4,4,1600000000.0,140.0,176.0,2200,Tak Berperabot,2,-6.915631,107.676785,909090.0,0,0,0,1
103,https://www.rumah.com/listing-properti/dijual-cikutra-baru-oleh-wahyudin-20840658,Termurah di Komplek Cikutra Baru Bandung,"Jl. Raya Cikutra, Cikutra, Bandung, Cikutra, Bandung, Jawa Barat",5,3,2400000000.0,250.0,202.0,2200,Tak Berperabot,1,-6.893825,107.638276,1188118.0,0,0,0,1
104,https://www.rumah.com/listing-properti/dijual-de-green-saffanah-rumah-syariah-oleh-shade-rahmadinar-19845576,Rumah 2 Lantai Mewah Murah De'Green Saffanah Skema Syariah Di Bandung,"Jl. Cangkring desa Jelekong, Baleendah, Bandung, Jawa Barat",3,2,530000000.0,60.0,76.0,2200,Sebagian,1,0.7893,113.9213,697368.0,0,0,1,0
105,https://www.rumah.com/listing-properti/dijual-perumahan-jatnika-highland-residence-bandung-oleh-rofik-20791833,Pemasaran lokasi perumahan lembang Djatnika Highland residence Bandung,"lembang,  Bandung Utara,  Bandung, Bandung Utara, Bandung, Jawa Barat",2,2,497000000.0,50.0,60.0,1300,Tak Berperabot,2,0.7893,113.9213,828333.0,0,0,0,1
106,https://www.rumah.com/listing-properti/dijual-resor-dago-pakar-oleh-rofik-19835872,Di Jual Rumah Villa Mewah 2 Lantai Murah Dago Bandung cluster aurora,"Jl. Raya Golf Dago, Dago, Bandung, Coblong, Bandung, Jawa Barat",2,2,599000000.0,55.0,60.0,1300,Tak Berperabot,1,-6.88575,107.613704,998333.0,0,0,0,1
107,https://www.rumah.com/listing-properti/dijual-cluster-padasuka-bandung-oleh-muhammad-20819234,Jual rumah di Padasuka Bandung dekat kampus Widyatama cikutra,"Padasuka Cimenyan Bandung, Cimenyan, Bandung, Jawa Barat",3,2,645000000.0,60.0,72.0,1300,Multiple options available,1,0.7893,113.9213,895833.0,0,1,0,0
108,https://www.rumah.com/listing-properti/dijual-rumah-di-ciganitri-cluster-graha-residence-oleh-muhammad-19997592,Jual Rumah dekat Gerbang Tol Buahbatu Graha Ciganitri Residence,"Bojongsoang, buahbatu, bandung selatan, bandung, Bojongsoang, Bandung, Jawa Barat",3,3,887000000.0,70.0,104.0,1300,Tak Berperabot,2,0.7893,113.9213,852884.0,0,0,0,1
110,https://www.rumah.com/listing-properti/dijual-jatihandap-asri-residence-rumah-asri-2-lantai-murah-dekat-kota-bandung-oleh-muhammad-19830569,Jatihandap Asri Residence Rumah Asri 2 Lantai Murah dekat Kota Bandung,"Jatihandap, Cicaheum, Cikadut, Cimenyan, Bandung, Cimenyan, Bandung, Jawa Barat",3,2,475000000.0,60.0,84.0,1300,Multiple options available,1,-6.8807738,107.6392892,565476.0,0,1,0,0
112,https://www.rumah.com/listing-properti/dijual-rumah-murah-jatihandap-bandung-oleh-anggraeni-kustiawan-20488878,Samha village residence alam permai jatihandap Bandung ahmad land,"jatihandap,  Arcamanik,  cikutra, Bandung, Antapani, Bandung, Jawa Barat",3,2,475000000.0,60.0,84.0,1300,Tak Berperabot,2,0.7893,113.9213,565476.0,0,0,0,1
113,https://www.rumah.com/listing-properti/dijual-samha-village-bandung-oleh-anggraeni-kustiawan-20484125,Rumah baru samha village jatihandap padasuka dekat antapani bandung,"jatihandap,  padasuka,  antapani, Bandung, Antapani, Bandung, Jawa Barat",2,1,356000000.0,33.0,60.0,1300,Tak Berperabot,2,0.7893,113.9213,593333.0,0,0,0,1
114,https://www.rumah.com/listing-properti/dijual-perumahan-baru-di-padasuka-bandung-oleh-anggraeni-kustiawan-20743764,Rumah 2 lantai indent perumahan padasuka bandung residence,"padasuka,  cikutra,  Bandung Utara, Bandung Utara, Bandung, Jawa Barat",3,2,645000000.0,60.0,72.0,2200,Tak Berperabot,2,0.7893,113.9213,895833.0,0,0,0,1
115,https://www.rumah.com/listing-properti/dijual-cikutra-baru-oleh-shandy-santika-19744575,Rumah Cikutra Bandung,"Jl. Raya Cikutra, Cikutra, Bandung, Cikutra, Bandung, Jawa Barat",4,2,2380000000.0,90.0,165.0,2200,Multiple options available,1,-6.893825,107.638276,1442424.0,0,1,0,0
116,https://www.rumah.com/listing-properti/dijual-cikutra-baru-oleh-shandy-santika-20604965,Rumah Cikutra Bandung,"Jl. Raya Cikutra, Cikutra, Bandung, Cikutra, Bandung, Jawa Barat",4,2,2490000000.0,100.0,170.0,2200,Multiple options available,1,-6.893825,107.638276,1464705.0,0,1,0,0
117,https://www.rumah.com/listing-properti/dijual-di-jual-segera-rumah-strategis-di-ujung-berung-indah-oleh-hanifah-tumadir-19445565,Jual Cepat!! Rumah Strategis di Ujung Berung Indah,"UJUNG BERUNG INDAH, Ujung Berung, Bandung, Jawa Barat",3,2,799000000.0,140.0,90.0,1300,Tak Berperabot,2,-6.9060909,107.6911552,887777.0,0,0,0,1
118,https://www.rumah.com/listing-properti/dijual-rumah-subsidi-termurah-hanya-3-5-jt-sampai-akad-di-majalaya-bandung-selatan-oleh-cecep-20904010,Rumah subsidi cicilan 900 rb serasa rumah Komersil di Majalaya,"Majalaya, Bandung, Jawa Barat",2,1,150000000.0,30.0,60.0,1300,Tak Berperabot,1,-7.0517978,107.7458559,250000.0,0,0,0,1
119,https://www.rumah.com/listing-properti/dijual-rumah-murah-dekat-pusat-belanja-borma-harga-125jt-type-36-50-aja-oleh-khaidar-taufiq-20898630,Jual cepat promo sisa 3 unit cuma 100 jt an aja butuh uang,"Jl. Jatimekar-bojong malaka, Baleendah, Bandung, Jawa Barat",2,1,120000000.0,36.0,50.0,1300,Sebagian,1,0.7893,113.9213,240000.0,0,0,1,0
120,https://www.rumah.com/listing-properti/dijual-srimahi-sriwijaya-kembar-oleh-fetty-ernestyn-20227651,"Srimahi, dekat Sriwijaya Kembar","Srimahi, Bandung Tengah, Bandung, Jawa Barat",6,1,1199000000.0,115.0,130.0,900,Multiple options available,1,0.7893,113.9213,922307.0,0,1,0,0
121,https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-mewah-minimalis-modern-setraduta-bandung-utara-oleh-arif-rusmana-17482691,"Turun Harga Rumah Mewah mininalis di komplek elite Setraduta Bandung,","setraduta, sarijadi, bandung utara, Setra Duta, Bandung, Jawa Barat",5,5,19999000000.0,1000.0,750.0,10000,Lengkap,6,-6.8785347,107.5714916,2666533.0,1,0,0,0
122,https://www.rumah.com/listing-properti/dijual-kavling-jaya-rahayu-baleendah-oleh-m-rizan-murtafik-20682482,Kavling Jaya Rahayu Baleendah,"Jln Raya Jatimekar Bojongmalaka Baleendah, Baleendah, Bandung, Jawa Barat",2,1,175000000.0,30.0,50.0,900,Tak Berperabot,1,-7.0063295,107.6320153,350000.0,0,0,0,1
123,https://www.rumah.com/listing-properti/dijual-nuansa-ciherang-oleh-m-rizan-murtafik-20545635,Nuansa Ciherang,"Banjaran, Bandung, Jawa Barat",2,1,155000000.0,36.0,50.0,1300,Tak Berperabot,1,-7.0476872,107.5836555,310000.0,0,0,0,1
124,https://www.rumah.com/listing-properti/dijual-bumi-agnes-nanjung-oleh-m-rizan-murtafik-20545693,Bumi Agnes Nanjung,"Katapang, Bandung, Jawa Barat",2,1,130000000.0,30.0,30.0,900,Tak Berperabot,1,-6.9921463,107.5558576,433333.0,0,0,0,1
126,https://www.rumah.com/listing-properti/dijual-grand-apple-rancamulya-oleh-m-rizan-murtafik-20222590,Grand Apple Rancamulya,"Cibaduyut, Bandung, Jawa Barat",2,1,350000000.0,40.0,60.0,900,Tak Berperabot,1,-6.9533048,107.593419,583333.0,0,0,0,1
129,https://www.rumah.com/listing-properti/dijual-rumah-baru-minimalis-kota-baru-parahyangan-oleh-selvy-20849183,Rumah Baru Minimalis Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung, Jawa Barat",4,2,2500000000.0,100.0,162.0,3500,Sebagian,1,-7.3536938,108.2585117,1543209.0,0,0,1,0
133,https://www.rumah.com/listing-properti/dijual-perumahan-bumi-cipta-asri-oleh-rahmat-hidayat-20893275,Di jual rumah murah di bandung deket ke pintu tol soreang,"Jl Cicangkudu sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2,1,145000000.0,36.0,50.0,1300,Multiple options available,1,0.7893,113.9213,290000.0,0,1,0,0
134,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-berkualitas-di-bandung-selatan-oleh-rahmat-hidayat-20751708,Rumah minimalis berkualitas di bandung selatan,"Jl cicangkudu sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2,1,210000000.0,45.0,72.0,1300,Multiple options available,1,0.7893,113.9213,291666.0,0,1,0,0
136,https://www.rumah.com/listing-properti/dijual-rumah-komplek-pranaya-parakan-saat-antapani-soekarno-hatta-bandung-oleh-lili-solihin-20694127,Rumah Komplek Pranaya Parakan Saat Antapani Soekarno Hatta Bandung,"Parakan Saat, Antapani, Bandung, Jawa Barat",3,2,875000000.0,120.0,145.0,900,,0,-6.9135245,107.6594029,603448.0,0,0,0,0
137,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-setiabudhi-regency-bandung-utara-oleh-ruswandi-20900030,"Lingkungan aman dan nyaman,dekat pusat belanja,dekat sekolah","Jalan setiabudhi, Setiabudi, Bandung, Jawa Barat",8,5,3650000000.0,368.0,538.0,4400,Tak Berperabot,3,-6.8623557,107.5962293,678438.0,0,0,0,1
138,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-murah-mulai-harga-145-jutaan-oleh-rahmat-hidayat-20558045,Di jual rumah murah harga mulai 100 Jutaan,"Jl Cicangkudu sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2,1,145000000.0,36.0,50.0,1300,Multiple options available,1,0.7893,113.9213,290000.0,0,1,0,0
139,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-dekat-borma-katapang-perumahan-bumi-cipta-asri-oleh-rahmat-hidayat-20618329,"Rumah di jual dekat borma katapang, perum bumi cipta asri","Jl Cicangkudu, sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2,1,160000000.0,36.0,50.0,1300,Multiple options available,1,0.7893,113.9213,320000.0,0,1,0,0
140,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-minimalis-di-bandung-dekat-kopo-katapang-oleh-rahmat-hidayat-20650477,Di jual rumah minimalis di bandung dekat kopo katapang,"Jl Cicangkudu sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2,1,145000000.0,36.0,50.0,1300,Multiple options available,1,0.7893,113.9213,290000.0,0,1,0,0
143,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-elegan-di-alam-tirtasari-selaras-pusat-kota-bandung-oleh-gunawan-tan-20699148,"Alam Tirtasari Selaras, Kota Bandung","Sukasari, Bandung, Jawa Barat",3,2,2475000000.0,193.0,137.0,2200,Multiple options available,1,-6.8630393,107.588082,1806569.0,0,1,0,0
144,https://www.rumah.com/listing-properti/dijual-jual-rumah-impian-di-tengah-kota-dengan-suasana-asri-jajaran-pohon-pinus-oleh-gunawan-tan-20699286,"Alam Tirtasari Selaras, Kota Bandung","Sukasari, Bandung, Jawa Barat",3,2,3120000000.0,193.0,223.0,2200,Multiple options available,1,-6.8630393,107.588082,1399103.0,0,1,0,0
146,https://www.rumah.com/listing-properti/dijual-turangga-oleh-anto-20865333,Jual segera rumah di Turangga best location special price,"Turangga, Bandung, Jawa Barat",3,2,1900000000.0,160.0,199.0,1300,Tak Berperabot,3,-6.9390744,107.6289307,954773.0,0,0,0,1
148,https://www.rumah.com/listing-properti/dijual-rumah-strategis-taman-cibaduyut-indah-bandung-oleh-nelly-sumarlina-20365398,Rumah Strategis Taman Cibaduyut Indah Bandung,"Cibaduyut, Bandung, Jawa Barat",2,2,625000000.0,70.0,90.0,1300,,0,-6.9533048,107.593419,694444.0,0,0,0,0
149,https://www.rumah.com/listing-properti/dijual-terusan-pasteur-oleh-nelly-sumarlina-20864592,Jual Rumah Strategis Pasteur Bandung,"jl.Terusan Pasteur Bandung, Pasteur, Bandung, Jawa Barat",8,5,8000000000.0,600.0,300.0,4400,Multiple options available,7,-6.8912891,107.5993373,2666666.0,0,1,0,0
151,https://www.rumah.com/listing-properti/dijual-rumah-oleh-nelly-sumarlina-20727545,Di Jual Rumah jalan Raya Pada suka Bandung,"Jl.Raya PadaSuka Bandung, Cimenyan, Bandung, Jawa Barat",5,3,2400000000.0,237.0,240.0,3500,Tak Berperabot,2,-6.8799501,107.6591739,1000000.0,0,0,0,1
153,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-seharga-1-lantai-sejuk-asri-cocok-buat-healing-oleh-prapto-harsoyo-20804891,"Dijual rumah 2 lantai seharga 1 lantai sejuk,tipe, asri,cicilan ringan","Cangkuang,Jatisari, Bandung Selatan, Bandung, Jawa Barat",3,2,721653943.0,45.0,111.0,1300,Tak Berperabot,1,-7.0492792,107.544598,650138.0,0,0,0,1
154,https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-mewah-2-lantai-seharga-1-lantai-udara-segar-sejuk-dekat-pintu-toll-soroja-oleh-prapto-harsoyo-20805036,"Dijual rumah modern yang lagi viral,2 lantai seharga 1 lantai.","Cangkuang,cikalong, Bandung Selatan, Bandung, Jawa Barat",3,2,647938897.0,45.0,95.0,1300,Tak Berperabot,1,-7.0492792,107.544598,682040.0,0,0,0,1
155,https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-konsep-villa-dp-5-jt-all-in-udara-sejuk-dekat-pintu-toll-soroja-oleh-prapto-harsoyo-20805198,"Dijual rumah modern konsep villa,udara sejuk,dekat pintu toll soroja.","Cangkuang,Jatisari, Bandung Selatan, Bandung, Jawa Barat",2,1,519165271.99999994,36.0,60.0,1300,Tak Berperabot,1,-7.0492792,107.544598,865275.0,0,0,0,1
156,https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-2-lantai-seharga-1-lantai-view-pegunungan-udara-bersih-cocok-buat-healing-kab-oleh-prapto-harsoyo-20770539,"Dijual rumah modern,2lt,harga murah,sejuk,dekat pintu toll soroja.","Jatisari, Cangkuang, Bandung Selatan, Bandung, Jawa Barat",2,1,700870282.0,45.0,110.0,1300,Tak Berperabot,2,-7.0492792,107.544598,637154.0,0,0,0,1
157,https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-2-lantai-seharga-1-lantai-dekat-borma-dan-pintu-toll-soroja-oleh-prapto-harsoyo-20769867,"Dijual rumah modern 2 lantai seharga 1 lantai,dekat pintu toll soroja.","Pangauban,soreang, Bandung Selatan, Bandung, Jawa Barat",2,1,576433316.0,36.0,60.0,1300,Tak Berperabot,1,-7.0075521,107.5564326,960722.0,0,0,0,1
158,https://www.rumah.com/listing-properti/dijual-resor-dago-pakar-cluster-graha-kusuma-oleh-yanti-siburian-20627063,"Rumah Lingkungan Resort, udara bersih dan Nyaman.","Jl. Raya Golf Dago, Dago, Bandung, Dago, Bandung, Jawa Barat",4,3,2300000000.0,150.0,175.0,2200,Sebagian,1,-6.88575,107.613704,1314285.0,0,0,1,0
159,https://www.rumah.com/listing-properti/dijual-ciwastra-di-jual-rumah-tinggal-komplek-demarakesh-oleh-susan-susanty-20906304,Dijual rumahtinggal demarakesh ciwastra,"derwati, Ciwastra, Bandung, Jawa Barat",3,2,1250000000.0,120.0,164.0,2200,Tak Berperabot,3,-6.961557,107.6676151,762195.0,0,0,0,1
160,https://www.rumah.com/listing-properti/dijual-rumah-besar-dijual-murah-masuk-harga-pasar-di-komplek-margawangi-estate-oleh-yudana-20906376,Rumah Besar dijual Murah Masuk Harga Pasar di Komp Margawangi Estate,"Ciwastra, Ciwastra, Bandung, Jawa Barat",6,2,1100000000.0,245.0,230.0,3500,Tak Berperabot,2,0.7893,113.9213,478260.0,0,0,0,1
161,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dekat-gedung-sate-pahlawan-itb-bandung-oleh-rohman-nur-hakim-19920973,Rumah Mewah Pusat Kota Pahlawan dekat Gedung Sate Bandung,"Cikutra, Bandung, Jawa Barat",4,4,2380000000.0,90.0,165.0,2200,Multiple options available,2,-6.9015937,107.6394332,1442424.0,0,1,0,0
162,https://www.rumah.com/listing-properti/dijual-dijual-rukost-siap-pakai-jl-bima-oleh-meliana-gunawan-19354176,Dijual Rukost siap pakai Jl Bima,"Jl Bima, Cicendo, Bandung, Jawa Barat",10,5,7500000000.0,371.0,335.0,4400,Tak Berperabot,2,-6.9009118,107.5830623,2238806.0,0,0,0,1
163,https://www.rumah.com/listing-properti/dijual-2-unit-rumah-murah-dijalan-setia-graha-margasari-bandung-oleh-andy-halim-20715736,"2 Unit Rumah Murah!! Dijalan Setia Graha, Margasari, Bandung","Ciwastra, Bandung, Jawa Barat",8,4,1150000000.0,250.0,206.0,2200,Tak Berperabot,2,-6.9598173,107.661547,558252.0,0,0,0,1
164,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-andy-halim-20177112,"Rumah Modern di dekat Mekarwangi, area Singgasana pradana Bandung.",". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",3,3,3400000000.0,175.0,145.0,2200,Tak Berperabot,2,-6.952859,107.598067,2344827.0,0,0,0,1
165,https://www.rumah.com/listing-properti/dijual-rumah-heritage-kategori-b-di-tengah-kota-bandung-oleh-andy-halim-20794002,"Rumah Heritage kategori B siaphuni/untuk usaha, di tengah kota Bandung","Bandung Wetan, Bandung, Jawa Barat",3,3,4600000000.0,150.0,188.0,13200,Tak Berperabot,0,-6.9055905,107.6109559,2446808.0,0,0,0,1
167,https://www.rumah.com/listing-properti/dijual-kota-baru-parahyangan-oleh-andy-halim-20523043,"Rumah Baru, Kualitas Super Premium di Kota Baru Parahyangan, Bandung","6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",4,3,15000000000.0,800.0,417.0,5500,Tak Berperabot,4,-6.860389,107.482277,3597122.0,0,0,0,1
168,https://www.rumah.com/listing-properti/dijual-rumah-3-lantai-terawat-dan-siap-huni-di-komplek-taman-hijau-situ-aksan-bandung-oleh-andy-halim-20731271,"Rumah Terawat dan siap huni di komplek Taman Hijau,Situ Aksan, Bandung","Babakan Ciparay, Bandung, Jawa Barat",4,3,3200000000.0,400.0,260.0,4400,Sebagian,2,-6.9569775,107.5821392,1230769.0,0,0,1,0
169,https://www.rumah.com/listing-properti/dijual-rumah-full-furnished-di-padasuka-park-bandung-oleh-andy-halim-20702976,"Rumah Full Furnished, di komplek padasuka park, Cicaheum, Bandung","Cibeunying Kidul, Bandung, Jawa Barat",4,2,1700000000.0,85.0,90.0,4400,Lengkap,1,-6.90069,107.6458487,1888888.0,1,0,0,0
170,https://www.rumah.com/listing-properti/dijual-permata-arcamanik-oleh-adi-kurnia-18965914,Rumah Murah Minimalis Bandung,". Jl. AH. Nasution, Arcamanik, Bandung, Jawa Barat",2,2,371000889.0,60.0,84.0,1300,Multiple options available,1,-6.911877,107.678056,441667.0,0,1,0,0
171,https://www.rumah.com/listing-properti/dijual-komplek-sukamenak-indah-oleh-adi-kurnia-20149700,Rumah cantik syariah tanpa riba di sayap kota bandung,"Jl Sukamenak Indah, Sukamenak, Margahayu, Margahayu, Bandung, Jawa Barat",3,2,383000000.0,70.0,96.0,1300,Multiple options available,1,-6.966706,107.583343,398958.0,0,1,0,0
173,https://www.rumah.com/listing-properti/dijual-podomoro-park-bandung-oleh-james-wu-19690164,Rumah Minimalis Modern di Podomoro Park,"156 Jl. Terusan Buahbatu, Bojongsoang, Bandung, Jawa Barat",2,2,2100000000.0,94.0,102.0,3500,Tak Berperabot,1,-6.9757528891439,107.63616175614,2058823.0,0,0,0,1
174,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-3-oleh-james-wu-19103761,Rumah Siap Huni Modern Minimalis Taman Kopo Indah 3 dekat Tol Bandung,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",2,1,1150000000.0,70.0,105.0,1300,Sebagian,1,-6.965556,107.554444,1095238.0,0,0,1,0
175,https://www.rumah.com/listing-properti/dijual-gegerkalong-oleh-james-wu-20051752,Rumah Mewah Asri Nyaman di Geger Kalong Bandung Utara,"Geger Kalong, Geger Kalong, Bandung, Jawa Barat",4,4,11000000000.0,350.0,501.0,4400,Tak Berperabot,2,-6.8660066,107.5875009,2195608.0,0,0,0,1
176,https://www.rumah.com/listing-properti/dijual-cluster-flora-summarecon-bandung-oleh-betty-nainggolan-20613777,Rumah Cluster Flora Tipe Fiona. Dekat dengan Mall Summarecon Bandung,"Jalan Gedebage Selatan, Summarecon Bandung, Gedebage, Bandung, Jawa Barat",3,2,1715596575.0,75.0,90.0,2200,Tak Berperabot,1,-6.9532649,107.6955277,1906218.0,0,0,0,1
